"year","pdo","era","npgo","variable","value","variable_era","scale_x","system","ï..year"
1965,-0.891,"1",-0.00752991079999993,"CAPELIN",NA,"1CAPELIN",NA,"Gulf of Alaska",NA
1966,-0.735,"1",-0.7142963098,"CAPELIN",NA,"1CAPELIN",NA,"Gulf of Alaska",NA
1967,-0.572,"1",-0.809721169,"CAPELIN",NA,"1CAPELIN",NA,"Gulf of Alaska",NA
1968,-0.516,"1",-0.67936384,"CAPELIN",NA,"1CAPELIN",NA,"Gulf of Alaska",NA
1969,-0.653,"1",-0.796891715,"CAPELIN",NA,"1CAPELIN",NA,"Gulf of Alaska",NA
1970,-0.052,"1",-0.496362019,"CAPELIN",NA,"1CAPELIN",NA,"Gulf of Alaska",NA
1971,-0.319,"1",0.0186527207,"CAPELIN",NA,"1CAPELIN",NA,"Gulf of Alaska",NA
1972,-1.612,"1",-0.1452385196,"CAPELIN",0.721041052,"1CAPELIN",0.721041052035242,"Gulf of Alaska",NA
1973,-1.036,"1",-0.3421107999,"CAPELIN",1.492393807,"1CAPELIN",1.49239380702432,"Gulf of Alaska",NA
1974,-0.767,"1",-0.313227463,"CAPELIN",0.978952342,"1CAPELIN",0.978952342031588,"Gulf of Alaska",NA
1975,-0.809,"1",0.1908359156,"CAPELIN",2.151155539,"1CAPELIN",2.15115553901499,"Gulf of Alaska",NA
1976,-0.939,"1",0.93921303,"CAPELIN",2.219856405,"1CAPELIN",2.21985640501401,"Gulf of Alaska",NA
1977,-0.169,"1",1.41536357,"CAPELIN",1.236034256,"1CAPELIN",1.23603425602795,"Gulf of Alaska",NA
1978,0.767,"1",1.32380542,"CAPELIN",0.687342687,"1CAPELIN",0.687342687035719,"Gulf of Alaska",NA
1979,-0.039,"1",0.262731659,"CAPELIN",2.265895724,"1CAPELIN",2.26589572401336,"Gulf of Alaska",NA
1980,0.025,"1",-0.856092138,"CAPELIN",1.294375013,"1CAPELIN",1.29437501302712,"Gulf of Alaska",NA
1981,0.567,"1",-0.823966005,"CAPELIN",1.120834977,"1CAPELIN",1.12083497702958,"Gulf of Alaska",NA
1982,0.551,"1",-0.284655343,"CAPELIN",0.998299485,"1CAPELIN",0.998299485031314,"Gulf of Alaska",NA
1983,0.602,"1",-0.000825666000000225,"CAPELIN",1.09653655,"1CAPELIN",1.09653655002992,"Gulf of Alaska",NA
1984,1.101,"1",0.119633917,"CAPELIN",0.898688896,"1CAPELIN",0.898688896032725,"Gulf of Alaska",NA
1985,1.15,"1",0.2393402039,"CAPELIN",0.568297538,"1CAPELIN",0.568297538037405,"Gulf of Alaska",NA
1986,0.885,"1",-0.4553155771,"CAPELIN",0.709334665,"1CAPELIN",0.709334665035407,"Gulf of Alaska",NA
1987,1.381,"1",-0.537648356,"CAPELIN",-0.334333478,"1CAPELIN",-0.33433347794981,"Gulf of Alaska",NA
1988,1.56,"1",0.486616328,"CAPELIN",-0.139495643,"1CAPELIN",-0.13949564295257,"Gulf of Alaska",NA
1989,0.308,"2",0.898568807,"CAPELIN",-0.007806333,"2CAPELIN",-0.00780633295443487,"Gulf of Alaska",NA
1990,-0.553,"2",0.506979064,"CAPELIN",-0.478689214,"2CAPELIN",-0.478689213947765,"Gulf of Alaska",NA
1991,-1.015,"2",-0.395936969,"CAPELIN",-0.873274393,"2CAPELIN",-0.873274392942176,"Gulf of Alaska",NA
1992,-0.633,"2",-0.52970458,"CAPELIN",-0.271816442,"2CAPELIN",-0.271816441950695,"Gulf of Alaska",NA
1993,0.4,"2",-1.101862623,"CAPELIN",-0.871539569,"2CAPELIN",-0.871539568942201,"Gulf of Alaska",NA
1994,0.737,"2",-2.0536766,"CAPELIN",-0.824956993,"2CAPELIN",-0.824956992942861,"Gulf of Alaska",NA
1995,0.188,"2",-1.750743963,"CAPELIN",-0.496055449,"2CAPELIN",-0.496055448947519,"Gulf of Alaska",NA
1996,-0.08,"2",-0.972205973,"CAPELIN",-1.005644648,"2CAPELIN",-1.0056446479403,"Gulf of Alaska",NA
1997,0.345,"2",-0.872874358,"CAPELIN",-0.008590405,"2CAPELIN",-0.00859040495442377,"Gulf of Alaska",NA
1998,0.741,"2",-0.207043223,"CAPELIN",-0.670569914,"2CAPELIN",-0.670569913945047,"Gulf of Alaska",NA
1999,0.392,"2",1.060346525,"CAPELIN",-1.039898054,"2CAPELIN",-1.03989805393982,"Gulf of Alaska",NA
2000,-0.849,"2",1.48981569,"CAPELIN",-1.039898054,"2CAPELIN",-1.03989805393982,"Gulf of Alaska",NA
2001,-0.489,"2",2.04370374,"CAPELIN",0.550426838,"2CAPELIN",0.550426838037658,"Gulf of Alaska",NA
2002,-0.166,"2",2.21101428,"CAPELIN",-0.882505084,"2CAPELIN",-0.882505083942046,"Gulf of Alaska",NA
2003,0.597,"2",1.847202098,"CAPELIN",-0.753876701,"2CAPELIN",-0.753876700943867,"Gulf of Alaska",NA
2004,1.133,"2",1.017340841,"CAPELIN",-0.315978378,"2CAPELIN",-0.31597837795007,"Gulf of Alaska",NA
2005,0.418,"2",-0.464178828,"CAPELIN",-0.574521496,"2CAPELIN",-0.574521495946408,"Gulf of Alaska",NA
2006,0.225,"2",-1.140552009,"CAPELIN",-0.937866001,"2CAPELIN",-0.937866000941261,"Gulf of Alaska",NA
2007,0.005,"2",-0.758874825,"CAPELIN",-0.587047058,"2CAPELIN",-0.58704705794623,"Gulf of Alaska",NA
2008,-0.453,"2",0.200113124,"CAPELIN",-0.849977132,"2CAPELIN",-0.849977131942506,"Gulf of Alaska",NA
2009,-1.08,"2",0.863074104,"CAPELIN",-0.933439814,"2CAPELIN",-0.933439813941324,"Gulf of Alaska",NA
2010,-0.489,"2",1.205527493,"CAPELIN",-0.904637685,"2CAPELIN",-0.904637684941732,"Gulf of Alaska",NA
2011,-0.27,"2",1.151701801,"CAPELIN",-0.630078662,"2CAPELIN",-0.630078661945621,"Gulf of Alaska",NA
2012,-1.187,"2",0.715919051,"CAPELIN",-0.872647149,"2CAPELIN",-0.872647148942185,"Gulf of Alaska",NA
2013,-0.966,"2",0.899579929,"CAPELIN",-0.968193194,"2CAPELIN",-0.968193193940832,"Gulf of Alaska",NA
2014,-0.113,"2",0.230891223,"CAPELIN",-0.702308017,"2CAPELIN",-0.702308016944598,"Gulf of Alaska",NA
2015,1.211,"2",-0.662974591,"CAPELIN",-1.013820816,"2CAPELIN",-1.01382081594019,"Gulf of Alaska",NA
1965,-0.891,"1",-0.00752991079999993,"P.SHRIMP",NA,"1P.SHRIMP",NA,"Gulf of Alaska",NA
1966,-0.735,"1",-0.7142963098,"P.SHRIMP",NA,"1P.SHRIMP",NA,"Gulf of Alaska",NA
1967,-0.572,"1",-0.809721169,"P.SHRIMP",NA,"1P.SHRIMP",NA,"Gulf of Alaska",NA
1968,-0.516,"1",-0.67936384,"P.SHRIMP",NA,"1P.SHRIMP",NA,"Gulf of Alaska",NA
1969,-0.653,"1",-0.796891715,"P.SHRIMP",NA,"1P.SHRIMP",NA,"Gulf of Alaska",NA
1970,-0.052,"1",-0.496362019,"P.SHRIMP",NA,"1P.SHRIMP",NA,"Gulf of Alaska",NA
1971,-0.319,"1",0.0186527207,"P.SHRIMP",NA,"1P.SHRIMP",NA,"Gulf of Alaska",NA
1972,-1.612,"1",-0.1452385196,"P.SHRIMP",1.184292043,"1P.SHRIMP",1.18429204311369,"Gulf of Alaska",NA
1973,-1.036,"1",-0.3421107999,"P.SHRIMP",1.475205877,"1P.SHRIMP",1.47520587713603,"Gulf of Alaska",NA
1974,-0.767,"1",-0.313227463,"P.SHRIMP",1.684234875,"1P.SHRIMP",1.68423487515209,"Gulf of Alaska",NA
1975,-0.809,"1",0.1908359156,"P.SHRIMP",1.49901092,"1P.SHRIMP",1.49901092013786,"Gulf of Alaska",NA
1976,-0.939,"1",0.93921303,"P.SHRIMP",1.37502028,"1P.SHRIMP",1.37502028012834,"Gulf of Alaska",NA
1977,-0.169,"1",1.41536357,"P.SHRIMP",0.909736134,"1P.SHRIMP",0.909736134092601,"Gulf of Alaska",NA
1978,0.767,"1",1.32380542,"P.SHRIMP",-0.097181032,"1P.SHRIMP",-0.0971810319847368,"Gulf of Alaska",NA
1979,-0.039,"1",0.262731659,"P.SHRIMP",0.588395479,"1P.SHRIMP",0.58839547906792,"Gulf of Alaska",NA
1980,0.025,"1",-0.856092138,"P.SHRIMP",-0.576284163,"1P.SHRIMP",-0.576284163021535,"Gulf of Alaska",NA
1981,0.567,"1",-0.823966005,"P.SHRIMP",0.045599245,"1P.SHRIMP",0.0455992450262296,"Gulf of Alaska",NA
1982,0.551,"1",-0.284655343,"P.SHRIMP",-0.861683208,"1P.SHRIMP",-0.861683208043455,"Gulf of Alaska",NA
1983,0.602,"1",-0.000825666000000225,"P.SHRIMP",-1.588452219,"1P.SHRIMP",-1.58845221909928,"Gulf of Alaska",NA
1984,1.101,"1",0.119633917,"P.SHRIMP",-1.338119989,"1P.SHRIMP",-1.33811998908005,"Gulf of Alaska",NA
1985,1.15,"1",0.2393402039,"P.SHRIMP",-1.587874436,"1P.SHRIMP",-1.58787443609923,"Gulf of Alaska",NA
1986,0.885,"1",-0.4553155771,"P.SHRIMP",-1.627090283,"1P.SHRIMP",-1.62709028310224,"Gulf of Alaska",NA
1987,1.381,"1",-0.537648356,"P.SHRIMP",-1.810711583,"1P.SHRIMP",-1.81071158311635,"Gulf of Alaska",NA
1988,1.56,"1",0.486616328,"P.SHRIMP",-1.999334947,"1P.SHRIMP",-1.99933494713083,"Gulf of Alaska",NA
1989,0.308,"2",0.898568807,"P.SHRIMP",-0.417356433,"2P.SHRIMP",-0.417356433009328,"Gulf of Alaska",NA
1990,-0.553,"2",0.506979064,"P.SHRIMP",-1.908966682,"2P.SHRIMP",-1.90896668212389,"Gulf of Alaska",NA
1991,-1.015,"2",-0.395936969,"P.SHRIMP",-1.938146699,"2P.SHRIMP",-1.93814669912613,"Gulf of Alaska",NA
1992,-0.633,"2",-0.52970458,"P.SHRIMP",0.678900202,"2P.SHRIMP",0.678900202074871,"Gulf of Alaska",NA
1993,0.4,"2",-1.101862623,"P.SHRIMP",0.022468082,"2P.SHRIMP",0.022468082024453,"Gulf of Alaska",NA
1994,0.737,"2",-2.0536766,"P.SHRIMP",-0.644445573,"2P.SHRIMP",-0.64444557302677,"Gulf of Alaska",NA
1995,0.188,"2",-1.750743963,"P.SHRIMP",0.393091839,"2P.SHRIMP",0.393091839052919,"Gulf of Alaska",NA
1996,-0.08,"2",-0.972205973,"P.SHRIMP",0.718699953,"2P.SHRIMP",0.718699953077928,"Gulf of Alaska",NA
1997,0.345,"2",-0.872874358,"P.SHRIMP",-0.184615044,"2P.SHRIMP",-0.184615043991452,"Gulf of Alaska",NA
1998,0.741,"2",-0.207043223,"P.SHRIMP",0.351550002,"2P.SHRIMP",0.351550002049728,"Gulf of Alaska",NA
1999,0.392,"2",1.060346525,"P.SHRIMP",-0.763296886,"2P.SHRIMP",-0.763296886035899,"Gulf of Alaska",NA
2000,-0.849,"2",1.48981569,"P.SHRIMP",-0.029695446,"2P.SHRIMP",-0.0296954459795535,"Gulf of Alaska",NA
2001,-0.489,"2",2.04370374,"P.SHRIMP",0.884272657,"2P.SHRIMP",0.884272657090645,"Gulf of Alaska",NA
2002,-0.166,"2",2.21101428,"P.SHRIMP",0.443555896,"2P.SHRIMP",0.443555896056795,"Gulf of Alaska",NA
2003,0.597,"2",1.847202098,"P.SHRIMP",0.359445559,"2P.SHRIMP",0.359445559050335,"Gulf of Alaska",NA
2004,1.133,"2",1.017340841,"P.SHRIMP",0.462724371,"2P.SHRIMP",0.462724371058267,"Gulf of Alaska",NA
2005,0.418,"2",-0.464178828,"P.SHRIMP",0.406071365,"2P.SHRIMP",0.406071365053916,"Gulf of Alaska",NA
2006,0.225,"2",-1.140552009,"P.SHRIMP",0.581524584,"2P.SHRIMP",0.581524584067392,"Gulf of Alaska",NA
2007,0.005,"2",-0.758874825,"P.SHRIMP",0.119706455,"2P.SHRIMP",0.119706455031921,"Gulf of Alaska",NA
2008,-0.453,"2",0.200113124,"P.SHRIMP",0.27669589,"2P.SHRIMP",0.276695890043979,"Gulf of Alaska",NA
2009,-1.08,"2",0.863074104,"P.SHRIMP",0.311753219,"2P.SHRIMP",0.311753219046672,"Gulf of Alaska",NA
2010,-0.489,"2",1.205527493,"P.SHRIMP",0.161410033,"2P.SHRIMP",0.161410033035125,"Gulf of Alaska",NA
2011,-0.27,"2",1.151701801,"P.SHRIMP",0.071571992,"2P.SHRIMP",0.0715719920282245,"Gulf of Alaska",NA
2012,-1.187,"2",0.715919051,"P.SHRIMP",0.316730889,"2P.SHRIMP",0.316730889047054,"Gulf of Alaska",NA
2013,-0.966,"2",0.899579929,"P.SHRIMP",0.60509907,"2P.SHRIMP",0.605099070069202,"Gulf of Alaska",NA
2014,-0.113,"2",0.230891223,"P.SHRIMP",0.785427596,"2P.SHRIMP",0.785427596083053,"Gulf of Alaska",NA
2015,1.211,"2",-0.662974591,"P.SHRIMP",0.661060115,"2P.SHRIMP",0.661060115073501,"Gulf of Alaska",NA
1965,-0.891,"1",-0.00752991079999993,"COD",NA,"1COD",NA,"Gulf of Alaska",NA
1966,-0.735,"1",-0.7142963098,"COD",NA,"1COD",NA,"Gulf of Alaska",NA
1967,-0.572,"1",-0.809721169,"COD",NA,"1COD",NA,"Gulf of Alaska",NA
1968,-0.516,"1",-0.67936384,"COD",NA,"1COD",NA,"Gulf of Alaska",NA
1969,-0.653,"1",-0.796891715,"COD",NA,"1COD",NA,"Gulf of Alaska",NA
1970,-0.052,"1",-0.496362019,"COD",NA,"1COD",NA,"Gulf of Alaska",NA
1971,-0.319,"1",0.0186527207,"COD",NA,"1COD",NA,"Gulf of Alaska",NA
1972,-1.612,"1",-0.1452385196,"COD",-1.967715486,"1COD",-1.9677154861993,"Gulf of Alaska",NA
1973,-1.036,"1",-0.3421107999,"COD",-1.247272305,"1COD",-1.24727230515961,"Gulf of Alaska",NA
1974,-0.767,"1",-0.313227463,"COD",-1.562213413,"1COD",-1.56221341317696,"Gulf of Alaska",NA
1975,-0.809,"1",0.1908359156,"COD",-1.411858792,"1COD",-1.41185879216868,"Gulf of Alaska",NA
1976,-0.939,"1",0.93921303,"COD",-1.18912758,"1COD",-1.18912758015641,"Gulf of Alaska",NA
1977,-0.169,"1",1.41536357,"COD",-0.726328955,"1COD",-0.726328955130918,"Gulf of Alaska",NA
1978,0.767,"1",1.32380542,"COD",-0.61063741,"1COD",-0.610637410124545,"Gulf of Alaska",NA
1979,-0.039,"1",0.262731659,"COD",-0.707544808,"1COD",-0.707544808129883,"Gulf of Alaska",NA
1980,0.025,"1",-0.856092138,"COD",0.354185501,"1COD",0.354185500928601,"Gulf of Alaska",NA
1981,0.567,"1",-0.823966005,"COD",0.230153935,"1COD",0.230153934921769,"Gulf of Alaska",NA
1982,0.551,"1",-0.284655343,"COD",0.33632748,"1COD",0.336327479927617,"Gulf of Alaska",NA
1983,0.602,"1",-0.000825666000000225,"COD",1.015409151,"1COD",1.01540915096502,"Gulf of Alaska",NA
1984,1.101,"1",0.119633917,"COD",0.945597646,"1COD",0.945597645961177,"Gulf of Alaska",NA
1985,1.15,"1",0.2393402039,"COD",0.449752407,"1COD",0.449752406933865,"Gulf of Alaska",NA
1986,0.885,"1",-0.4553155771,"COD",0.763853183,"1COD",0.763853182951167,"Gulf of Alaska",NA
1987,1.381,"1",-0.537648356,"COD",0.175631975,"1COD",0.175631974918765,"Gulf of Alaska",NA
1988,1.56,"1",0.486616328,"COD",-1.347718583,"1COD",-1.34771858316515,"Gulf of Alaska",NA
1989,0.308,"2",0.898568807,"COD",0.575252618,"2COD",0.575252617940778,"Gulf of Alaska",NA
1990,-0.553,"2",0.506979064,"COD",-1.677642894,"2COD",-1.67764289418332,"Gulf of Alaska",NA
1991,-1.015,"2",-0.395936969,"COD",0.506389647,"2COD",0.506389646936985,"Gulf of Alaska",NA
1992,-0.633,"2",-0.52970458,"COD",0.66618726,"2COD",0.666187259945787,"Gulf of Alaska",NA
1993,0.4,"2",-1.101862623,"COD",1.680197303,"2COD",1.68019730300164,"Gulf of Alaska",NA
1994,0.737,"2",-2.0536766,"COD",1.555208044,"2COD",1.55520804399476,"Gulf of Alaska",NA
1995,0.188,"2",-1.750743963,"COD",-0.622087563,"2COD",-0.622087563125176,"Gulf of Alaska",NA
1996,-0.08,"2",-0.972205973,"COD",1.95453001,"2COD",1.95453001001675,"Gulf of Alaska",NA
1997,0.345,"2",-0.872874358,"COD",1.798360919,"2COD",1.79836091900815,"Gulf of Alaska",NA
1998,0.741,"2",-0.207043223,"COD",0.547952115,"2COD",0.547952114939274,"Gulf of Alaska",NA
1999,0.392,"2",1.060346525,"COD",1.306418832,"2COD",1.30641883198105,"Gulf of Alaska",NA
2000,-0.849,"2",1.48981569,"COD",1.215273782,"2COD",1.21527378197603,"Gulf of Alaska",NA
2001,-0.489,"2",2.04370374,"COD",-0.902984563,"2COD",-0.902984563140648,"Gulf of Alaska",NA
2002,-0.166,"2",2.21101428,"COD",-1.356607032,"2COD",-1.35660703216564,"Gulf of Alaska",NA
2003,0.597,"2",1.847202098,"COD",-0.931513457,"2COD",-0.93151345714222,"Gulf of Alaska",NA
2004,1.133,"2",1.017340841,"COD",-0.761907549,"2COD",-0.761907549132877,"Gulf of Alaska",NA
2005,0.418,"2",-0.464178828,"COD",-0.373773711,"2COD",-0.373773711111498,"Gulf of Alaska",NA
2006,0.225,"2",-1.140552009,"COD",-0.339535199,"2COD",-0.339535199109612,"Gulf of Alaska",NA
2007,0.005,"2",-0.758874825,"COD",-0.030851153,"2COD",-0.0308511530926085,"Gulf of Alaska",NA
2008,-0.453,"2",0.200113124,"COD",-0.049330203,"2COD",-0.0493302030936264,"Gulf of Alaska",NA
2009,-1.08,"2",0.863074104,"COD",0.328786792,"2COD",0.328786791927202,"Gulf of Alaska",NA
2010,-0.489,"2",1.205527493,"COD",-0.130309019,"2COD",-0.130309019098087,"Gulf of Alaska",NA
2011,-0.27,"2",1.151701801,"COD",0.261724973,"2COD",0.261724972923508,"Gulf of Alaska",NA
2012,-1.187,"2",0.715919051,"COD",0.094737673,"2COD",0.0947376729143094,"Gulf of Alaska",NA
2013,-0.966,"2",0.899579929,"COD",0.062969312,"2COD",0.0629693119125595,"Gulf of Alaska",NA
2014,-0.113,"2",0.230891223,"COD",0.198487993,"2COD",0.198487992920024,"Gulf of Alaska",NA
2015,1.211,"2",-0.662974591,"COD",0.923571128,"2COD",0.923571127959964,"Gulf of Alaska",NA
1965,-0.891,"1",-0.00752991079999993,"GOAROCK",-0.15997095,"1GOAROCK",-1.54560271655526,"Gulf of Alaska",NA
1966,-0.735,"1",-0.7142963098,"GOAROCK",-0.115567765,"1GOAROCK",-1.13663869027742,"Gulf of Alaska",NA
1967,-0.572,"1",-0.809721169,"GOAROCK",-0.146409757,"1GOAROCK",-1.42070086344696,"Gulf of Alaska",NA
1968,-0.516,"1",-0.67936384,"GOAROCK",-0.018599093,"1GOAROCK",-0.243533870793517,"Gulf of Alaska",NA
1969,-0.653,"1",-0.796891715,"GOAROCK",0.01472175,"1GOAROCK",0.0633591170012049,"Gulf of Alaska",NA
1970,-0.052,"1",-0.496362019,"GOAROCK",0.057674031,"1GOAROCK",0.458959968056758,"Gulf of Alaska",NA
1971,-0.319,"1",0.0186527207,"GOAROCK",-0.090353025,"1GOAROCK",-0.90440486308802,"Gulf of Alaska",NA
1972,-1.612,"1",-0.1452385196,"GOAROCK",-0.282576217,"1GOAROCK",-2.67482674936258,"Gulf of Alaska",NA
1973,-1.036,"1",-0.3421107999,"GOAROCK",-0.017843916,"1GOAROCK",-0.2365785087745,"Gulf of Alaska",NA
1974,-0.767,"1",-0.313227463,"GOAROCK",-0.066050998,"1GOAROCK",-0.680577342412807,"Gulf of Alaska",NA
1975,-0.809,"1",0.1908359156,"GOAROCK",-0.019222915,"1GOAROCK",-0.249279421631834,"Gulf of Alaska",NA
1976,-0.939,"1",0.93921303,"GOAROCK",0.112323809,"1GOAROCK",0.962297583276706,"Gulf of Alaska",NA
1977,-0.169,"1",1.41536357,"GOAROCK",0.129162827,"1GOAROCK",1.11738899394567,"Gulf of Alaska",NA
1978,0.767,"1",1.32380542,"GOAROCK",0.177293501,"1GOAROCK",1.56068409150469,"Gulf of Alaska",NA
1979,-0.039,"1",0.262731659,"GOAROCK",0.03541769,"1GOAROCK",0.253973708049226,"Gulf of Alaska",NA
1980,0.025,"1",-0.856092138,"GOAROCK",0.13076878,"1GOAROCK",1.13218020779425,"Gulf of Alaska",NA
1981,0.567,"1",-0.823966005,"GOAROCK",0.218671126,"1GOAROCK",1.94178198161808,"Gulf of Alaska",NA
1982,0.551,"1",-0.284655343,"GOAROCK",-0.106444714,"1GOAROCK",-1.05261319370779,"Gulf of Alaska",NA
1983,0.602,"1",-0.000825666000000225,"GOAROCK",0.130600313,"1GOAROCK",1.13062858615686,"Gulf of Alaska",NA
1984,1.101,"1",0.119633917,"GOAROCK",-0.018186366,"1GOAROCK",-0.239732555737546,"Gulf of Alaska",NA
1985,1.15,"1",0.2393402039,"GOAROCK",0.001383738,"1GOAROCK",-0.0594871853544065,"Gulf of Alaska",NA
1986,0.885,"1",-0.4553155771,"GOAROCK",0.021232294,"1GOAROCK",0.123322795000858,"Gulf of Alaska",NA
1987,1.381,"1",-0.537648356,"GOAROCK",0.02403137,"1GOAROCK",0.149102958987241,"Gulf of Alaska",NA
1988,1.56,"1",0.486616328,"GOAROCK",0.02158515,"1GOAROCK",0.126572683729703,"Gulf of Alaska",NA
1989,0.308,"2",0.898568807,"GOAROCK",-0.209386335,"2GOAROCK",-2.00073031178676,"Gulf of Alaska",NA
1990,-0.553,"2",0.506979064,"GOAROCK",0.037061453,"2GOAROCK",0.269113161102572,"Gulf of Alaska",NA
1991,-1.015,"2",-0.395936969,"GOAROCK",-0.104615774,"2GOAROCK",-1.03576821589324,"Gulf of Alaska",NA
1992,-0.633,"2",-0.52970458,"GOAROCK",0.102523873,"2GOAROCK",0.872037812861022,"Gulf of Alaska",NA
1993,0.4,"2",-1.101862623,"GOAROCK",0.0542403,"2GOAROCK",0.427334478693438,"Gulf of Alaska",NA
1994,0.737,"2",-2.0536766,"GOAROCK",0.032864767,"2GOAROCK",0.230460672467267,"Gulf of Alaska",NA
1995,0.188,"2",-1.750743963,"GOAROCK",-0.023227846,"2GOAROCK",-0.286165800541927,"Gulf of Alaska",NA
1996,-0.08,"2",-0.972205973,"GOAROCK",0.103149139,"2GOAROCK",0.877796663287059,"Gulf of Alaska",NA
1997,0.345,"2",-0.872874358,"GOAROCK",-0.054701066,"2GOAROCK",-0.576041735593168,"Gulf of Alaska",NA
1998,0.741,"2",-0.207043223,"GOAROCK",0.078327071,"2GOAROCK",0.649179439774323,"Gulf of Alaska",NA
1999,0.392,"2",1.060346525,"GOAROCK",-0.149992072,"2GOAROCK",-1.45369484722977,"Gulf of Alaska",NA
2000,-0.849,"2",1.48981569,"GOAROCK",0.153170892,"2GOAROCK",1.3385090538139,"Gulf of Alaska",NA
2001,-0.489,"2",2.04370374,"GOAROCK",0.000812173,"2GOAROCK",-0.0647514366390721,"Gulf of Alaska",NA
2002,-0.166,"2",2.21101428,"GOAROCK",0.153027494,"2GOAROCK",1.33718832370321,"Gulf of Alaska",NA
2003,0.597,"2",1.847202098,"GOAROCK",0.152459239,"2GOAROCK",1.3319545583156,"Gulf of Alaska",NA
2004,1.133,"2",1.017340841,"GOAROCK",0.037080166,"2GOAROCK",0.269285512338722,"Gulf of Alaska",NA
2005,0.418,"2",-0.464178828,"GOAROCK",0.044516388,"2GOAROCK",0.337774907624574,"Gulf of Alaska",NA
2006,0.225,"2",-1.140552009,"GOAROCK",-0.037877096,"2GOAROCK",-0.421088920627809,"Gulf of Alaska",NA
2007,0.005,"2",-0.758874825,"GOAROCK",-0.079314409,"2GOAROCK",-0.802736551594261,"Gulf of Alaska",NA
2008,-0.453,"2",0.200113124,"GOAROCK",0.021313044,"2GOAROCK",0.124066521945714,"Gulf of Alaska",NA
2009,-1.08,"2",0.863074104,"GOAROCK",NA,"2GOAROCK",NA,"Gulf of Alaska",NA
2010,-0.489,"2",1.205527493,"GOAROCK",NA,"2GOAROCK",NA,"Gulf of Alaska",NA
2011,-0.27,"2",1.151701801,"GOAROCK",NA,"2GOAROCK",NA,"Gulf of Alaska",NA
2012,-1.187,"2",0.715919051,"GOAROCK",NA,"2GOAROCK",NA,"Gulf of Alaska",NA
2013,-0.966,"2",0.899579929,"GOAROCK",NA,"2GOAROCK",NA,"Gulf of Alaska",NA
2014,-0.113,"2",0.230891223,"GOAROCK",NA,"2GOAROCK",NA,"Gulf of Alaska",NA
2015,1.211,"2",-0.662974591,"GOAROCK",NA,"2GOAROCK",NA,"Gulf of Alaska",NA
1960,0.177,"1",0.103336818,"yellowfin",NA,"1yellowfin",NA,"Bering Sea",NA
1961,0.342,"1",0.93745374,"yellowfin",NA,"1yellowfin",NA,"Bering Sea",NA
1962,-0.676,"1",0.633675885,"yellowfin",NA,"1yellowfin",NA,"Bering Sea",NA
1963,-1.076,"1",-0.12433509,"yellowfin",NA,"1yellowfin",NA,"Bering Sea",NA
1964,-0.659,"1",0.164053783,"yellowfin",27.0739727413618,"1yellowfin",-1.54436377837873,"Bering Sea",NA
1965,-0.891,"1",-0.00752991079999993,"yellowfin",27.367864366808,"1yellowfin",-1.51304818138216,"Bering Sea",NA
1966,-0.735,"1",-0.7142963098,"yellowfin",39.5979797464467,"1yellowfin",-0.209869283825127,"Bering Sea",NA
1967,-0.572,"1",-0.809721169,"yellowfin",48.9387372129686,"1yellowfin",0.785434328586858,"Bering Sea",NA
1968,-0.516,"1",-0.67936384,"yellowfin",49.5075751779463,"1yellowfin",0.846046809260776,"Bering Sea",NA
1969,-0.653,"1",-0.796891715,"yellowfin",56.8066897468951,"1yellowfin",1.62380333745686,"Bering Sea",NA
1970,-0.052,"1",-0.496362019,"yellowfin",59.8414572015087,"1yellowfin",1.94717272385117,"Bering Sea",NA
1971,-0.319,"1",0.0186527207,"yellowfin",53.0754180388624,"1yellowfin",1.22621799995013,"Bering Sea",NA
1972,-1.612,"1",-0.1452385196,"yellowfin",44.1701256507156,"1yellowfin",0.277315331694918,"Bering Sea",NA
1973,-1.036,"1",-0.3421107999,"yellowfin",51.1859355682789,"1yellowfin",1.02488435700938,"Bering Sea",NA
1974,-0.767,"1",-0.313227463,"yellowfin",55.4797260267208,"1yellowfin",1.48240883182252,"Bering Sea",NA
1975,-0.809,"1",0.1908359156,"yellowfin",45.0222167379617,"1yellowfin",0.368109824569803,"Bering Sea",NA
1976,-0.939,"1",0.93921303,"yellowfin",50.5074251966976,"1yellowfin",0.952585742436172,"Bering Sea",NA
1977,-0.169,"1",1.41536357,"yellowfin",40.8656334834051,"1yellowfin",-0.0747945483762815,"Bering Sea",NA
1978,0.767,"1",1.32380542,"yellowfin",32.6649659421222,"1yellowfin",-0.948615976379573,"Bering Sea",NA
1979,-0.039,"1",0.262731659,"yellowfin",45.4422710700071,"1yellowfin",0.41286867797034,"Bering Sea",NA
1980,0.025,"1",-0.856092138,"yellowfin",39.255572852781,"1yellowfin",-0.246354421074607,"Bering Sea",NA
1981,0.567,"1",-0.823966005,"yellowfin",66.8131723539603,"1yellowfin",2.69004323524301,"Bering Sea",NA
1982,0.551,"1",-0.284655343,"yellowfin",28.7576076890968,"1yellowfin",-1.36496420061754,"Bering Sea",NA
1983,0.602,"1",-0.000825666000000225,"yellowfin",60.802960454241,"1yellowfin",2.04962562065534,"Bering Sea",NA
1984,1.101,"1",0.119633917,"yellowfin",35.749125863439,"1yellowfin",-0.619983579922985,"Bering Sea",NA
